id,time,cosine,jaccard,words_cosine,sum_sim,content
冯*娜,2020/2/19 下午2:37:33,0.795687314,0.120879121,0.920430794,0.689357006,比例尺度是指一种用于描述对象计量特征的数学尺度。比例尺度具有距离尺度所拥有的同样的属性，同时还具有绝对或自然的起点。你的意思是比例尺度是一种特殊的距离尺度，所以就只需要提出三种。但是比例尺度的零点是存在的且有意义的，如若把比例尺度归纳到距离尺度，那么就显现不出来比例尺度的这一特性了。这是我的想法
王*娇,2020/2/19 下午2:41:47,0.858136122,0.134453782,0.941428671,0.718861811,我觉得问卷星中量表的尺度是包含多种类型的。对于班级、组号、编号等数据收集的问题，属于名义尺度，因为其需要进行比较类别；对于学生成绩的排序，这属于序数尺度，可比较其大小，但不能进行四则运算，因为进行四则运算无意义；对于类似学习动机、学习参与等隐变量数据收集所运用到的显性问题，类似于李克特量表记分制的这类数据是属于距离尺度的，因为数值间的距离与零点无关，我们经常需要通过spss计算其算术平均、标准偏差、相关系数等来探讨变量间的关系；对于身高、体重等定比数据的问题属于比例尺度，我们可以对这些数据进行各种四则远算。我也不确定自己理解的分类对不对。
王*娇,2020/2/19 下午2:49:00,0.844638167,0.087719298,0.931280615,0.698729674,我觉得比例尺度应该是可以为负数的，例如某一地的温度，是可以为负数的，而且他有实际意义的零点，反而是距离尺度，数值间的距离与零点无关，只要求距离的单位一致，并不去探讨具体零点的位置，所以我觉得在我的理解中距离尺度是在人为收集数据时所定义的一种判断数值间距离的规定，就像李克特量表我们一般就记分为5点、6点李克特量表，就算是反向的问题，也是拿总数去减而得到一个正数，我目前所看到的李克特量表收集的数据都是正数，我在想可能也可以有负数，但是我们一般习惯性接纳的统一标尺是为正数的。
冯*娜,2020/2/19 下午2:49:07,0.815071695,0.151162791,0.917148501,0.700132872,问卷星中的量表大部分属于名义尺度、序数尺度，尤其使我们在教育类经常用到的量表，大部分都是将结果进行编码之后再进行相关统计分析，不能加减乘除运算
王*娇,2020/2/19 下午3:00:33,0.680426064,0.067567568,0.909087764,0.64154229,好的，我看到温度是属于距离尺度的范围的，它不能进行四则运算，所以距离尺度是可以为负的，我的理解有偏差，不好意思。
王*娇,2020/2/19 下午3:05:29,0.805577887,0.091954023,0.921056807,0.684911381,我觉得前面林裕如同学总结的有一定的道理，其中我对其划分的第二个和第三个依据比较赞同，尤其是第2个，因为4种尺度很大的一个区别就是其可以进行的统计运算，但第一个划分依据我觉得还是要根据收集的数据的具体真实情况来看。
王*娇,2020/2/19 下午3:08:13,0.790229266,0.12345679,0.919126472,0.68798475,一开始我还不明白为什么四种尺度包含的信息量是逐级递增的，看了你的解释觉得好棒呀，因为这些不同的数据可以进行的运算越复杂，相对而言，其信息量也就逐渐增加了~点赞，感谢说明！
郭*,2020/2/19 下午4:07:27,0.774110793,0.06741573,0.926005286,0.673384274,我觉得间隔尺度与比例尺度是属于同一层次的关系，没有包含的关系。关于间隔尺度以及比例尺度两者间最主要的区别是间隔尺度的原点不是绝对的，不代表“无”，比如零摄氏度在天气中是有意义的。而对于比例尺度来说，它的原点代表绝对的“无”，也就是没有。数据之间不仅可以比较差值，它们之间的比例也是有意义的，比如10是5的两倍。
郭*,2020/2/19 下午4:14:52,0.795036685,0.104347826,0.942167279,0.695929767,名义尺度：名义尺度的数量仅具有符号意义，比如说性别的编号，男生表示为1，女生表示为2；班级的编号，一班表示为1，二班表示为2；居住区域的编号，农村表示为1，城市表示为2等等。因为名义尺度的数量仅具有符号意义，所以它只能测量指标的各种类别之间的差异，没有数量化的意义，也就是说不能对其进行加减乘除也不能进行比较大小更不能够进行顺序排列等任何运算。名义尺度的数字多用于表示不同的类别。可以进行类别分类、比率分析、求众数；卡方、二项式检验。序数尺度：序数尺度的数量仅具有排序意义，比如高考的第一第二，比赛的冠亚军等等。它可以进行比较大小，但是不能进行四则运算。可以进行序列相关、方差分析。距离尺度：又称间隔尺度，距离尺度的数量表示距离单位等价，比如天气预报中的温度10摄氏度，20摄氏度等等。距离尺度中数值之间的距离具有加法性，它要求具有等价的单位但不要求切确的零点位置。它能够进行加减运算，求平均，因为他没有零点的位置所以不能进行乘除运算。它是具有顺序数据的性质，并可以按照某一固定度量单位表示数值间的间隔的一种变量测量尺度。对于教育信息处理中那些不用考虑零点位置只考虑数值间距离的数字都可以作为距离尺度的数字进行处理。对距离尺度的数字可以进行计算算术平均值、计算标准差，求相关系数等各种统计处理。可以求平均，标准偏差，求相关系数等各种统计处理。比例尺度：比例尺度的数量表示距离单位等价，还有绝对零点。也就是说比例尺度数字除了具有距离尺度的性质之外还具有绝对零度，它是具有绝对零度的距离尺度值，比如人的身长、体重，学习所用的时间等。它可以进行加减、乘除运算。可以用各种数据分析方法。另外在学习了这四个数量化的尺度后我觉得关于间隔尺度以及比例尺度两者间最主要的区别是间隔尺度的原点不是绝对的，不代表“无”，比如零摄氏度在天气中是有意义的。而对于比例尺度来说，他的原点代表绝对的“无”，也就是没有。数据之间不仅可以比较差值，他们之间的比例也是有意义的，比如10是5的两倍。
邓*,2020/2/19 下午4:24:24,0.81757865,0.119047619,0.921567795,0.694940465,比例尺度是比距离尺度更高层次的计量尺度，在上述的举例中有提到：在距离尺度中，时刻，可以说两点比一点晚，且晚一小时，但不能说两点是一点的二倍。而在比例尺度中，不仅可以说两小时比一小时长，且长一小时，而且还可以说两小时是一小时的二倍。这个例子就体现了”根据较高层次的计量尺度可以获得较低层次的计量尺度“这句话的含义，等级高的数据，可以兼有等级低的数据的功能。
邓*,2020/2/19 下午4:32:17,0.778284341,0.12371134,0.939128696,0.695063268,"按事物的某种属性对其进行平行的分类或分组名义尺度分类尺度只能测度事物之间的类别差,其他差别无法得知例:按照性别将人口分为男、女两类;序数尺度—顺序尺度◎不能测量类别之间的准确差值,只能比较大小;不能进行加、减、乘、除数学运算数量化尺度例:满意程度可分为非常满意、比较满意、不满意等可以进行加减运算距离尺度——定距尺度""O”是只是尺度上的一个点,不代表“不存在”例年份、摄氏温度定量数据◎可以进行加减、乘除运算比例尺度——定比尺度0”表示“没有”或“不存在”例体重、身高"
梁*玲,2020/2/19 下午4:45:16,0.791633441,0.186915888,0.930851004,0.710062834,老师说的四个都属于信息数量化的尺度。1??名义尺度：名义尺度的数字多用于表示不同的数别，如班、组的编号。数据分析可以是统计类别数。2??序数尺度：表示某些现象的排列顺序，可以比较大小，如学生的成绩排序。数据分析可以求顺序关系。3??距离尺度：指数值间的距离，要求数据具有等价的单位，如考试测试成绩。数据分析可以是算术平均、标准偏差、相关系数等。4??比例尺度：比例尺度是一种具有绝对零度的距离尺度值。如身高、体重等。对比例尺度的数值可以进行各种数据分析处理。
邓*,2020/2/19 下午4:48:28,0.737417039,0.12195122,0.919463704,0.674573917,像序数尺度、名义尺度很好区分，因为不能进行运算，是定性类的数据尺度，而距离尺度、比例尺度在spss中差别微不足道，往往不作区分，因此数据的计量尺度被分为3类：名义、有序、度量，距离和比例尺度都归于度量这一类。
梁*玲,2020/2/19 下午4:50:10,0.723563056,0.078947368,0.903328698,0.652291955,裕如，我觉得应该没有用到序数尺度，因为序数尺度偏重于数值的排列顺序，而重症和轻症都是指的总人数，是一个数值群，那怎么对总人数进行排序呢？所以应该没有用到序数尺度。
梁*玲,2020/2/19 下午4:54:06,0.686339281,0.054794521,0.914607025,0.642586963,娇娇同学，你说的对序数尺度的数值群处理比较多，那数据处理的时候具体的分析哪些呢？我对这个数值群有点不理解
林*如,2020/2/19 下午5:10:51,0.691179242,0.098591549,0.919295042,0.657090219,嘻嘻，谢谢玲玲同学解答，因为有重，轻之分，所以觉得是不是有一种排序。或者这个算一个名义排序吗？然后想问一下在数据收集的时候可以同时用到两种尺度吗
冀*,2020/2/19 下午5:25:08,0.846328925,0.083333333,0.937016039,0.700923584,名义尺度数值仅具有符号意义，可以用来表示不同类别的符号（如班，组编号1班，2号）比较类别不能进行运算，可以进行类别分类、比率分析、求众数；卡方、二项式检验；序数尺度；序数尺度的数量仅具有排序意义（如体育竞赛的冠军、亚军，高考第一，第二）只能进行比较运算不能进行四则运算可以进行序列相关、方差分析；距离尺度距离尺度的数量表示距离单位等价（如天气预报中的温度10。C、20。C）只能进行加减运算、不能进行乘除运算，求平均，标准偏差，求相关系数等各种统计处理比例尺度，比例尺度的数量表示距离单位等价（如人的身长、体重，学习所用的时间等）可以进行加减、乘除运算，可以用各种数据分析方法
胡*佳,2020/2/19 下午5:33:36,0.833394315,0.140186916,0.947321809,0.717056212,首先，这四种尺度是定量研究测定尺度的四种类型。其次，它们区别如下：一、名义尺度：1.其使用的数值，用于表现它是否属于同一个人或物。2.不可以进行运算。二、序数尺度：1.其使用的数值大小，是与研究对象的特定顺序相对应的，且数值仅具符号的意义。例如把火车站里排队取票的人按顺序从第一个到最后一个标为1，2，3，4，5……，1就对应第一个人，2对应第二个人。2.不可以进行运算3.名义尺度的数字多用于表示不同的数别，它为教育信息的表示、存贮带来了很大的方便。三、距离尺度（又称间隔尺度）：1.其使用的数值，不仅表示对象的量的多少，还表示它们的大小程度。特点是：其原点可以任意设定。2.可以进行加减运算。四、比例尺度：1.其测定值的差和比可以比较。长度、重量、时间等都是比例尺度测定的范围2.可以进行加减乘除运算。
尹*华,2020/2/19 下午5:39:51,0.680496997,0.138888889,0.917353505,0.663523224,你举例说明了有关“时间”如何用距离尺度和比例尺度来表示，但是，对于名义尺度和序数尺度，又该如何表示呢？（保证信息量的层级关系）
郭*,2020/2/19 下午7:52:48,0.824775871,0.133333333,0.925798793,0.702426698,我觉得是用到了序数尺度，又称定序尺度，是指对测量对象的属性和特征的类别进行鉴别并能够比较大小的一种测量方式。疫情分为轻症以及重症，就是按患病的特征进行鉴别分成的，只能比较大小是指重症在某种程度上比轻症的大。
郭*,2020/2/19 下午8:24:19,0.795161525,0.120481928,0.924910408,0.691366067,我认为一般来说比例尺度值不能为负，主要是因为它有绝对零点，有着绝对的界限。在比例尺度中“0”表示某一个数值，表示“没有”或者“无”，在实际情况中大多数情况下用“0”表示事物不存在，也就是绝对界限。
刘*凡,2020/2/19 下午9:09:30,0.845161245,0.120689655,0.938488668,0.710707059,名义尺度：仅具有符号意义，不能进行任何运算，比如：男性编号为1，女性编号为0，1、0仅仅代表男性、女性。在数据分析中可以作为类别变量。序数尺度：具有排序意义，只能进行比较运算，比如：冠军、亚军；考试成绩的排名。在数据统计中可以进行排序来分析数据距离尺度：指数值间的距离，要求具有等价单位，不要求确定的零点位置。对距离尺度的数字可以计算加减、平均数、标准差等等。比如：10℃的水和20℃的水混合成为15℃的水。比例尺度：具有绝对零点的距离尺度，可以加减乘除等各种统计处理。比如：身高、体重等。
刘*凡,2020/2/19 下午9:31:43,0.858951276,0.223404255,0.943131233,0.742154499,使用问卷收集信息时，大部分是采用李克特式量表，我认为李克特式量表属于距离尺度，因为一般对李克特式量表收集的信息进行加法运算或者求平均数，不能够进行乘法运算。对于基本信息的收集，班级、性别等属于名义尺度，对于成绩信息的收集属于序数尺度，但是如果要求根据学生成绩计算本班学生的平均得分情况的话，是否此时的成绩属于距离尺度呢？信息是否会根据要求来确定数据尺度的类型呢？
刘*凡,2020/2/19 下午9:38:08,0.78912148,0.091954023,0.919060595,0.679799173,如果有包含关系的话，比例尺度的所有条件都要符合距离尺度，虽然从定义上，比例尺度是具有绝对零点的距离尺度，但是，从运算方式上，比例尺度可以进行所有的运算，但距离尺度只能进行加减、求平均数等运算。我的解释是否合理呢？
许*卫,2020/2/20 下午10:07:55,0.76469599,0.126213592,0.941690715,0.693572753,1、名义尺度：是将调查对象分类，标以各种名称，并确定其类别的方法。比如说按性别分类为男女。2、序数尺度：它是对事物之间等级差或顺序差别的一种测度。该尺度它不仅可以测度类别差，还可以测度次序差。它的计量结果虽然也表现为类别，但这些类别之间是可以比较顺序的。比如说把产品分为一等品、二等品、三等品。3、距离尺度：是对事物类别或次序之间间距的测度，该尺度通常使用自然或物理单位作为计量尺度，如收入用“元”、考试成绩用"分"、温度用"度"、重量用"克"、长度用"米"，等等。因此，定距尺度的计量结果表现为数值。4、比例尺度：它与距离尺度的区别在于是否有绝对零点。在距离尺度中，“0”表示某一个数值，而比例尺度中，“0”表示“没有”或“无”。例如，在摄氏温度中，0℃表示在海平面高度上水结冰的温度；但对于销售人员来说，“0”表示没有成交量，所以销量属于比例尺度。在实际统计中，使用的多为比例尺度。
何*铭,2020/2/20 下午2:06:58,0.791779193,0.076923077,0.9147459,0.674548518,比例尺度值一般不会取负值也不会取零值，因为要么就是不存在了，要么就是极限情况。比如，绝对零度只能无限接近零而，不可能完全达到。如果一个物体的体积为零，那么它要么不存在，要么是数学中的抽象概念，比如，几何中的点、线、面的体积都为零。距离尺度的可以“0”是作为比较，而不是不存在。所以你说的是对的，一般距离尺度可以有负值，而比例尺度则不会有。
何*铭,2020/2/20 下午2:18:49,0.842239204,0.217821782,0.947178545,0.738604519,名义数据是仅仅反映观测对象所属类别的数据。比如可以说一个样本中有50%是女性。集中趋势的正确量表是众数（众数是出现最频繁的数值）。距离数据集中趋势最常用的衡量指标是算数平均数，度量均值的偏离程度通产用标准差来表示。几乎所有的统计分析都能适用于距离尺度量表，但是距离数据不能在多个对象建进行测量据得知大小的比较。我们不能说一个被赋予数值6的对象所具有的属性是一个被赋予数值3的对象的2倍。
马*茹,2020/2/20 下午2:30:24,0.83419987,0.114285714,0.929024075,0.701633434,名义尺度（1）概念：也称定类尺度或类别尺度，是将调查对象分类，标以各种名称确定其类别的方法，实质上是一种分类体系。（2）特点：①只能测量指标的各种类别之间的差别，不能比较大小，也不能按顺序排列；②必须有两个以上的变量值；③变量必须相互排斥；④每一个对象都要有一个合适的类型。（3）举例：①性别：1男2女②居住的城市：1农村2城市
马*茹,2020/2/20 下午2:38:07,0.852739384,0.137614679,0.942931218,0.719054125,序数尺度（1）概念：是指对测量对象的属性和特征的类别进行鉴别并能比较类别大小的一种方法。（2）特点：①其变量包括被测定对象的所有可能性，且各变量之间相互排斥；②其不仅能鉴别类别，而且能指明类别的大小和强弱程度；③类别之间没有确切的度量单位，不能进行代数计算，只能进行比较（3）举例：测量人们的生活水平，可以分为贫困、温饱、小康、富裕。这是一种由低到高的等级排列。
马*茹,2020/2/20 下午2:45:56,0.777356321,0.068181818,0.92791583,0.67534245,距离尺度（1）概念：又称间隔尺度，其相邻赋值间的差别是相同的。（2）特点：①可以进行加减运算，不能进行乘除；②可任意选取零点。（3）举例：摄氏和华氏的尺度就是距离型度量尺度。
马*茹,2020/2/20 下午2:49:25,0.74806711,0.06097561,0.92585937,0.665190365,比例尺度（1）概念：比例尺度是代表要求最高的度量标准，这种尺度有真正的零点作为尺度的原点。（2）特点：①具有绝对零点；②不仅可以加减，还可以乘除。（3）举例：人的身长、体重。
马*茹,2020/2/20 下午2:55:07,0.711797803,0.05,0.917635796,0.649267348,我也十分赞同林裕如同学的看法，我们在拿捏不准时一定要和我们实际研究的相结合，思考什么样的研究结论才能更好的实现我们的研究目的。
汪*,2020/2/20 下午3:44:14,0.723072872,0.050632911,0.914128443,0.650490667,我的理解是将病人分成重症患者、疑似患者和将人分为男性和女性是一样的量化方式，所以采用的应该是名义尺度。
石*,2020/2/20 下午4:02:39,0.800994578,0.146788991,0.941811292,0.707851538,（1）名义尺度：名义尺度的数值仅具符号的意义。名义尺度的数字多用于表示不同的数别，它为教育信息的表示，存贮带来了很大的方便。（2）序数尺度：序数尺度的数字多用于表示某些现象的排列顺序，可比较其大小，但不能进行四则运算，所以对这类数字的数值群的处理较多。（3）距离尺度：距离尺度又称间隔尺度，是指数值间的距离（间隔），具有加法性。距离尺度要求具有等价的单位，但不要求确定的零点位置。对距离尺度的数字可以计算算术平均值、计算标准差，求相关系数等各种统计处理。（4）比例尺度：比例尺度是一种具有绝对零度的距离尺度值。表示身长、体重的数值是比例尺度值。对比例尺度的数字可进行各种统计处理。
夏*,2020/2/20 下午4:14:05,0.440713726,0.015873016,0.89879643,0.563544901,大家说的都很好，感谢大家的总结与分享。
裴*旭,2020/2/20 下午4:23:16,0.795651194,0.12371134,0.938717103,0.699199185,1.比例尺度：是对两个观测值之间比值的一种测度。拥有零值及数据间的距离是相等的，可进行乘或除的运算2.距离尺度：数据间的距离是相等的，能够准确计算数据之间的差距，具有序数数据的性质。总是数值型数据。但是它的零值并非绝对的无而是自行定义的，可进行加或减的运算。距离变量之间可进行相关分析，常用Pearson系数法3.序数尺度：其意义并非表现在其值而是其顺序之上，是对数据间等级或者顺序的一种测度，数据以名义数据显示，不能进行算数运算。例如成绩的优良差。序数变量之间可进行相关分析，常用Gamma系数法和Spearman系数法4.名义尺度：用于确认个体属性的标签或者名称，是对数据类别或属性的一种测度。其测量值不具有量的意义，无法进行加减乘除这类数学运算。无法按照自然属性排序。名义数据之间可进行相关分析，常用λ系数法
夏*,2020/2/20 下午4:28:02,0.829020526,0.121212121,0.930189066,0.702652695,我是从它能运用的运算方面考量的，层次越高的尺度它包含的运算也更多。名义尺度只具有符号意义不能进行比较，而序数尺度在相同的类别下才能比较，例如身高之间可以相互比较，而身高和性别就不能比较，所以我认为它本身也具有符号意义，也具有名义尺度的属性，因此我可以根据序数尺度中比较的数量可以判别它的符号意义代表了什么类别。以上就是我的想法，欢迎批评指正。
夏*,2020/2/20 下午4:31:18,0.82065907,0.07,0.925378629,0.685354082,我们只是从某一个方面去考量他们之间的关系，考虑的方面不够全面。我从范围的角度去说明比例尺度它包含的范围广，而你列举了其中的一个特殊情况，也许他们之间并不存在着包含关系，而是存在着公共的交集部分，这些都是我没有考虑到的，看了下面裕如同学的分享，我觉得很有道理。
夏*,2020/2/20 下午4:38:13,0.731337384,0.093333333,0.902362398,0.657348878,感谢裕如的总结，看来在实际的应用中在选择哪一种尺度需要根据实际研究情况来，不应局限于只选择一种尺度，有时需要选择多种尺度。
